Stop Name,Mode,Weekend,Line Id,Avg. Delay Seconds
MERLO,T,1,82,157.654861111
MERODE,B,0,80,112.090630656
MERODE,B,0,61,126.272196546
MERODE,B,0,27,147.897190792
MERODE,B,1,80,229.869422572
MERODE,B,1,61,214.436863544
MERODE,B,1,27,213.937410072
MERODE,M,0,5,80.530617862
MERODE,M,0,1,81.407503075
MERODE,M,1,5,163.116031887
MERODE,M,1,1,156.126151665
MERODE,T,0,81,78.653368215
MERODE,T,1,81,153.269293924
MERTENS,B,0,36,135.133656815
MERTENS,B,1,36,205.710472279
MESSIDOR,T,0,92,97.116753472
MESSIDOR,T,0,51,108.415918612
MESSIDOR,T,0,4,79.193154455
MESSIDOR,T,1,92,204.594764398
MESSIDOR,T,1,51,163.147697654
MESSIDOR,T,1,4,145.872716200
MEUDON,B,0,80,110.616594868
MEUDON,B,0,28,126.201222902
MEUDON,B,0,27,150.864327485
MEUDON,B,1,80,238.085436893
MEUDON,B,1,28,249.174392936
MEUDON,B,1,27,208.493119266
MEYLEMEERSCH,B,0,74,151.602467811
MEYLEMEERSCH,B,1,74,243.961389961
MICHEL-ANGE,B,0,79,146.922334357
MICHEL-ANGE,B,0,63,113.187267466
MICHEL-ANGE,B,0,21,165.283163265
MICHEL-ANGE,B,1,79,223.715532286
MICHEL-ANGE,B,1,63,187.358280255
MICHEL-ANGE,B,1,21,197.001008065
MICHIELS,B,0,17,136.189239332
MICHIELS,B,1,17,207.361216730
MIDDELWEG,B,0,21,140.394864341
MIDDELWEG,B,1,21,218.070205479
MINNEMOLEN,B,0,47,156.230477993
MINNEMOLEN,B,1,47,197.310077519
MIRAVAL,B,0,95,90.525821596
MIRAVAL,B,0,17,143.335514358
MIRAVAL,B,1,95,139.829268293
MIRAVAL,B,1,17,202.892982456
MIROIR,B,0,53,108.700892857
MIROIR,B,1,53,190.252456538
MIROIR,T,0,19,79.693580005
MIROIR,T,0,9,106.844888109
MIROIR,T,1,19,185.446270544
MIROIR,T,1,9,166.830025884
MOENSBERG GARE,B,0,70,176.582506203
MOENSBERG GARE,B,0,43,160.032402792
MOENSBERG GARE,B,1,43,211.285217391
MOLIERE,T,0,92,126.765607886
MOLIERE,T,1,92,184.610218978
MOLIERE-LONGCHAMP,B,0,48,95.621433542
MOLIERE-LONGCHAMP,B,0,37,164.404621171
MOLIERE-LONGCHAMP,B,1,48,202.123748212
MOLIERE-LONGCHAMP,B,1,37,222.096610169
MOMMAERTS,B,0,21,149.962940462
MOMMAERTS,B,1,21,195.098343685
MONACO,T,0,97,101.091872792
MONACO,T,0,82,95.601021314
MONACO,T,1,97,226.038461538
MONACO,T,1,82,169.038011696
MONNOYER,B,0,58,138.015293537
MONNOYER,B,1,58,217.497064579
MONT KEMMEL,B,0,48,96.167100469
MONT KEMMEL,B,1,48,197.272174970
MONTALD,B,0,28,112.062649880
MONTALD,B,1,28,249.792016807
MONTANA,B,0,41,140.377068103
MONTANA,B,1,41,238.354625551
MONTGOMERY,B,0,80,110.489896907
MONTGOMERY,B,0,61,103.146762590
MONTGOMERY,B,0,27,140.131337648
MONTGOMERY,B,1,80,220.929533679
MONTGOMERY,B,1,61,184.277915633
MONTGOMERY,B,1,27,206.583795782
MONTGOMERY,M,0,1,79.901143241
MONTGOMERY,M,1,1,151.573448547
MONTGOMERY,T,0,81,82.688629937
MONTGOMERY,T,0,44,78.412842012
MONTGOMERY,T,0,39,80.568379076
MONTGOMERY,T,0,25,196.4
MONTGOMERY,T,0,7,76.306326304
MONTGOMERY,T,1,81,182.545928600
MONTGOMERY,T,1,44,145.096101541
MONTGOMERY,T,1,39,132.850787766
MONTGOMERY,T,1,25,72.5
MONTGOMERY,T,1,7,178.293055556
MONTJOIE,B,0,38,97.735745900
MONTJOIE,B,1,38,208.626847291
MOONENS,B,0,29,107.192844891
MOONENS,B,0,27,148.883051457
MOONENS,B,1,29,206.271639042
MOONENS,B,1,27,210.860689655
MOORSLEDE,T,0,93,76.114987715
MOORSLEDE,T,1,93,186.637764933
MOORTEBEEK,B,0,46,43.558363818
MOORTEBEEK,B,1,46,125.766584767
MORIS,T,0,97,99.637519065
MORIS,T,0,81,73.387701240
MORIS,T,1,97,216.364520958
MORIS,T,1,81,143.395459976
MOSTINCK,B,0,36,123.839234450
MOSTINCK,B,1,36,239.368421053
MOUETTES,B,0,36,136.781083143
MOUETTES,B,1,36,228.757575758
MOUNIER,B,0,79,132.158770161
MOUNIER,B,1,79,263.181818182
MOZART,B,0,98,177.416824197
MOZART,B,0,78,147.226415094
MOZART,B,1,98,122.150943396
MOZART,B,1,78,165.611842105
MUSEE D'IXELLES,B,0,71,80.747768853
MUSEE D'IXELLES,B,1,71,131.846238130
MUSEE DU TRAM,B,0,36,143.865924092
MUSEE DU TRAM,B,1,36,238.885036496
MUSEE DU TRAM,T,0,44,114.173316862
MUSEE DU TRAM,T,0,39,101.903302166
MUSEE DU TRAM,T,0,8,98.771879318
MUSEE DU TRAM,T,1,44,199.463157895
MUSEE DU TRAM,T,1,39,204.652037618
MUSEE DU TRAM,T,1,8,195.609315068
MUSEUM,B,0,80,111.830471158
MUSEUM,B,0,34,95.348048327
MUSEUM,B,1,80,220.773224044
MUSEUM,B,1,34,206.345858241
MYSTERE,B,0,54,111.925051335
MYSTERE,B,0,48,96.553405995
MYSTERE,B,1,54,237.851201479
MYSTERE,B,1,48,193.765389082
NAPOLEON,B,0,43,179.585594013
NAPOLEON,B,1,43,216.162576687
NATATION,B,0,59,122.350570033
NATATION,B,1,59,252.502742230
NEERPEDE,B,0,46,56.574576727
NEERPEDE,B,1,46,163.069593148
NEERSTALLE,B,0,50,148.015732150
NEERSTALLE,B,1,50,245.974043716
NEERSTALLE,T,0,97,98.400286430
NEERSTALLE,T,0,82,93.206870517
NEERSTALLE,T,1,97,204.728952772
NEERSTALLE,T,1,82,177.257648953
NEKKERSDAL,B,0,88,139.620673743
NEKKERSDAL,B,0,86,169.463414634
NEKKERSDAL,B,1,88,217.157232704
NEKKERSDAL,B,1,86,179.501529052
NEREUS,B,0,87,104.773181818
NEREUS,B,0,83,132.868247694
NEREUS,B,0,13,138.562415655
NEREUS,B,1,87,220.473423980
NEREUS,B,1,83,245.422062350
NEREUS,B,1,13,212.055629139
NERVIENS,B,0,36,127.050817499
NERVIENS,B,0,27,147.122024706
NERVIENS,B,1,36,205.583044983
NERVIENS,B,1,27,213.238498789
NEUBERGER,B,0,87,106.989171733
NEUBERGER,B,1,87,230.299481865
NICOLAY,B,0,58,85.998496241
NICOLAY,B,0,46,71.549875312
NICOLAY,B,1,58,153.408045977
NICOLAY,B,1,46,152.312348668
NOTRE-DAME,B,0,65,96.894877597
NOTRE-DAME,B,0,64,110.954013015
NOTRE-DAME,B,1,65,194.6328125
NOTRE-DAME,B,1,64,191.843621399
OBSERVATOIRE,B,0,60,132.997399220
OBSERVATOIRE,B,0,43,111.343224172
OBSERVATOIRE,B,0,37,166.353148393
OBSERVATOIRE,B,1,60,240.732113145
OBSERVATOIRE,B,1,43,162.987688098
OBSERVATOIRE,B,1,37,239.558181818
OCEAN ATLANTIQUE,B,0,36,129.310522152
OCEAN ATLANTIQUE,B,1,36,227.710069444
ODON WARLAND,T,0,51,91.595549973
ODON WARLAND,T,1,51,141.757067138
ONZE NOVEMBRE,B,0,36,132.085368746
ONZE NOVEMBRE,B,1,36,217.991847826
OPALE,B,0,29,107.334636200
OPALE,B,0,21,159.639737991
OPALE,B,1,29,200.828382838
OPALE,B,1,21,191.883797054
OPPEM,B,0,76,83.448
OPPEM,B,1,76,161.352941176
OPPEMSTRAAT,T,0,44,105.713554114
OPPEMSTRAAT,T,1,44,208.191387560
OPTIMISME,B,0,63,121.419787449
OPTIMISME,B,1,63,199.085768143
ORBAN,B,0,50,156.150352869
ORBAN,B,0,49,76.677028052
ORBAN,B,1,50,245.966304348
ORBAN,B,1,49,180.539611360
ORBAN,T,0,82,95.634646519
ORBAN,T,1,82,172.406959153
OSSEGHEM,B,0,20,110.487126836
OSSEGHEM,B,1,20,221.114919355
OSSEGHEM,M,0,6,136.792977528
OSSEGHEM,M,0,2,116.873475133
OSSEGHEM,M,1,6,197.557522124
OSSEGHEM,M,1,2,141.253791709
OUD KAPELLEKE,B,0,64,107.869753980
OUD KAPELLEKE,B,0,45,117.813565891
OUD KAPELLEKE,B,0,21,146.731221257
OUD KAPELLEKE,B,1,64,200.510452962
OUD KAPELLEKE,B,1,45,198.726690391
OUD KAPELLEKE,B,1,21,201.473344103
PADDOCK,B,0,36,132.305156382
PADDOCK,B,1,36,173.209078404
PADUWA,B,0,80,114.217587373
PADUWA,B,0,66,103.266413662
PADUWA,B,0,45,112.673030503
PADUWA,B,1,80,244.308863026
PADUWA,B,1,66,208.621253406
PADUWA,B,1,45,202.979431929
PAGODES,B,0,83,164.115822425
PAGODES,B,0,53,105.692695883
PAGODES,B,1,83,209.754950495
PAGODES,B,1,53,181.406954887
PAIX,B,0,64,108.552419355
PAIX,B,0,45,123.905015674
PAIX,B,1,64,195.655033557
PAIX,B,1,45,183.685419059
PAIX,T,0,55,66.255230126
PAIX,T,1,55,135.195439739
PALAIS,T,0,93,73.205384281
PALAIS,T,0,92,87.763093212
PALAIS,T,1,93,160.198581560
PALAIS,T,1,92,183.737841945
PALAIS 12,B,0,83,169.133051399
PALAIS 12,B,1,83,200.824879227
PALFIJN,B,0,14,145.140606061
PALFIJN,B,1,14,173.126829268
PAMPOEL,B,0,83,136.879099924
PAMPOEL,B,1,83,256.443507589
PANNENHUIS,M,0,6,138.952354571
PANNENHUIS,M,1,6,199.577302632
PAPENKASTEEL,B,0,60,139.889357218
PAPENKASTEEL,B,1,60,225.431192661
PARC,M,0,5,79.964521452
PARC,M,0,1,76.738467553
PARC,M,1,5,163.605898123
PARC,M,1,1,146.205040092
PARC,T,0,93,77.674234136
PARC,T,0,92,84.216639742
PARC,T,1,93,154.804393305
PARC,T,1,92,183.539203085
PARC DES SOURCES,T,0,8,104.893372200
PARC DES SOURCES,T,1,8,187.882001494
PARC ELISABETH,B,0,87,103.289581823
PARC ELISABETH,B,0,13,137.960789690
PARC ELISABETH,B,1,87,226.720657277
PARC ELISABETH,B,1,13,206.935123043
PARC LEOPOLD,B,0,59,121.024443237
PARC LEOPOLD,B,0,27,150.110773900
PARC LEOPOLD,B,0,21,127.548014440
PARC LEOPOLD,B,1,64,38.5
PARC LEOPOLD,B,1,59,241.172413793
PARC LEOPOLD,B,1,27,209.276119403
PARC LEOPOLD,B,1,21,179.387254902
PARC MALOU,B,0,28,117.193584906
PARC MALOU,B,1,28,239.501766784
PARC MONNET,B,0,87,102.861663100
PARC MONNET,B,1,87,214.873649210
PARC SENY,T,0,8,99.461281071
PARC SENY,T,1,8,177.532467532
PARC VIVES,T,0,81,68.468414779
PARC VIVES,T,1,81,161.174721190
PARVIS ST-GILLES,T,0,51,106.314728995
PARVIS ST-GILLES,T,0,4,89.616470588
PARVIS ST-GILLES,T,0,3,89.576832845
PARVIS ST-GILLES,T,1,51,166.381522669
PARVIS ST-GILLES,T,1,4,138.446308725
PARVIS ST-GILLES,T,1,3,145.089743590
PASTEUR,B,0,43,176.759358289
PASTEUR,B,0,37,164.611231102
PASTEUR,B,1,43,219.390510949
PASTEUR,B,1,37,227.857887875
PATHE,B,0,98,199.954005168
PATHE,B,1,98,147.513661202
PATRIE,B,0,65,93.248445998
PATRIE,B,0,64,120.488479263
PATRIE,B,1,65,200.141700405
PATRIE,B,1,64,242.517915309
PATRIE,T,0,62,188.791426513
PATRIE,T,0,25,47
PATRIE,T,1,62,215.676744186
PATRIE,T,1,25,50
PATTON,B,0,38,97.894052045
PATTON,B,1,38,205.136065574
PAUL LEDUC,B,0,63,124.385082174
PAUL LEDUC,B,0,21,149.002244039
PAUL LEDUC,B,1,63,196.396279070
PAUL LEDUC,B,1,21,189.168041237
PAULSEN,B,0,89,110.514014252
PAULSEN,B,0,49,88.513481269
PAULSEN,B,1,89,218.098823529
PAULSEN,B,1,49,146.045155221
PAVILLON,B,0,58,109.921743697
PAVILLON,B,1,58,230.617248062
PAVILLON,T,0,55,62.850429097
PAVILLON,T,1,55,164.724199288
PAVILLONS MEUDON,B,0,57,158.667140825
PEAGE,B,0,66,100.166184632
PEAGE,B,1,66,259.798574822
PECHERIES,B,0,41,133.026492537
PECHERIES,B,1,41,244.855639098
PENTATHLON,T,0,62,181.765097786
PENTATHLON,T,1,62,223.590211833
PERMEKE,B,0,45,102.574992486
PERMEKE,B,0,21,149.433694434
PERMEKE,B,1,45,188.486692015
PERMEKE,B,1,21,200.259109312
PETER BENOIT,B,0,56,144.254483122
PETER BENOIT,B,0,53,109.782445923
PETER BENOIT,B,0,47,94.700779221
PETER BENOIT,B,1,56,217.395775941
PETER BENOIT,B,1,53,186.925661187
PETER BENOIT,B,1,47,173.960730594
PETERBOS,B,0,89,110.556878307
PETERBOS,B,0,53,113.071820272
PETERBOS,B,0,49,97.891993828
PETERBOS,B,1,89,215.134064081
PETERBOS,B,1,53,187.054570259
PETERBOS,B,1,49,192.926086957
PETILLON,M,0,5,80.929262490
PETILLON,M,1,5,161.861167002
PETILLON,T,0,25,207.416666667
PETILLON,T,0,7,90.538828439
PETILLON,T,1,25,38
PETILLON,T,1,7,161.951875
PETIT SABLON,B,0,95,78.754980924
PETIT SABLON,B,0,33,125.212467532
PETIT SABLON,B,1,95,150.923822715
PETIT SABLON,B,1,33,162.376388889
PETIT SABLON,T,0,93,73.831913246
PETIT SABLON,T,0,92,84.928200371
PETIT SABLON,T,1,93,143.078369906
PETIT SABLON,T,1,92,178.504748982
PETITE ILE,B,0,78,99.261501211
PETITE ILE,B,1,78,155.350515464
PEUPLIERS,B,0,45,101.543640898
PEUPLIERS,B,0,42,116.447761194
PEUPLIERS,B,0,29,108.766656968
PEUPLIERS,B,1,45,182.011695906
PEUPLIERS,B,1,42,121.389413989
PEUPLIERS,B,1,29,211.682022472
PEYO,B,0,70,174.268333333
PEYO,B,0,37,168.704268293
PEYO,B,1,37,241.005230126
PICARD,B,0,14,137.367993501
PICARD,B,1,14,250.175100402
PICARDIE,B,0,69,275.287833828
PICARDIE,B,0,59,113.158256881
PICARDIE,B,1,59,223.784313725
PLACE R. ASTRID,T,0,19,84.311938534
PLACE R. ASTRID,T,1,19,188.644768856
PLACE SAINT-JOB,B,0,60,127.937553648
PLACE SAINT-JOB,B,0,37,168.982287135
PLACE SAINT-JOB,B,1,60,241.261363636
PLACE SAINT-JOB,B,1,37,240.417077176
PLACE SAINT-JOB,T,0,92,91.776045627
PLACE SAINT-JOB,T,1,92,235.518072289
PLACE ST-PIERRE,T,0,81,83.304635762
PLACE ST-PIERRE,T,1,81,152.410596026
PLACE V. HORTA,B,0,78,51.363636364
PLAINE DES SPORTS,B,0,76,170.229729730
PLAINE DES SPORTS,B,1,76,284.666666667
PLASKY,B,0,63,113.120031587
PLASKY,B,0,29,111.783238095
PLASKY,B,0,21,156.295495495
PLASKY,B,1,63,212.731827112
PLASKY,B,1,29,208.141848977
PLASKY,B,1,21,188.045
PLEIADES,B,0,79,131.409907935
PLEIADES,B,0,27,122.198380567
PLEIADES,B,1,79,232.052401747
PLEIADES,B,1,27,192.874603893
POELAERT,B,0,33,112.511299435
POELAERT,B,1,33,165.45
POELAERT,T,0,93,72.557926829
POELAERT,T,0,92,85.182712715
POELAERT,T,1,93,156.550344828
POELAERT,T,1,92,178.289912629
POGGE,B,0,56,153.896729776
POGGE,B,1,56,248.282846715
POLYCL. BRUGMANN,T,0,93,78.237671787
POLYCL. BRUGMANN,T,0,51,88.631012024
POLYCL. BRUGMANN,T,1,93,191.856905158
POLYCL. BRUGMANN,T,1,51,127.855106888
POMMIER,B,0,75,139.713111385
POMMIER,B,0,46,55.751811594
POMMIER,B,1,75,241.542540074
POMMIER,B,1,46,174.780487805
PONT ALBERT,B,0,58,135.766355140
PONT ALBERT,B,1,58,224.281318681
PORTE DE FLANDRE,B,0,89,176.210213033
PORTE DE FLANDRE,B,1,89,189.911366712
PORTE DE FLANDRE,T,0,51,98.674161190
PORTE DE FLANDRE,T,1,51,174.902741852
PORTE DE HAL,B,0,48,107.189736956
PORTE DE HAL,B,1,48,224.319285387
PORTE DE HAL,M,0,6,135.302472128
PORTE DE HAL,M,0,2,110.531747390
PORTE DE HAL,M,1,6,189.061151079
PORTE DE HAL,M,1,2,141.755329949
PORTE DE HAL,T,0,51,107.658641975
PORTE DE HAL,T,0,4,89.916214884
PORTE DE HAL,T,0,3,88.597756028
PORTE DE HAL,T,1,51,164.395270270
PORTE DE HAL,T,1,4,140.812106918
PORTE DE HAL,T,1,3,148.674181818
PORTE DE NAMUR,B,0,80,118.519300194
PORTE DE NAMUR,B,0,71,81.837274666
PORTE DE NAMUR,B,0,64,116.895089286
PORTE DE NAMUR,B,0,54,110.811810261
PORTE DE NAMUR,B,0,34,93.921848014
PORTE DE NAMUR,B,0,33,193.747974068
PORTE DE NAMUR,B,1,80,256.356136821
PORTE DE NAMUR,B,1,71,124.934923439
PORTE DE NAMUR,B,1,64,210.205128205
PORTE DE NAMUR,B,1,54,254.707087959
PORTE DE NAMUR,B,1,34,256.540112994
PORTE DE NAMUR,B,1,33,263.086887836
PORTE DE NAMUR,M,0,6,136.243389423
PORTE DE NAMUR,M,0,2,109.049098519
PORTE DE NAMUR,M,1,6,187.573192240
PORTE DE NAMUR,M,1,2,139.043144775
PORTE DE NINOVE,B,0,89,177.049153468
PORTE DE NINOVE,B,1,89,196.645371578
PORTE DE NINOVE,T,0,51,98.362913907
PORTE DE NINOVE,T,1,51,180.805316654
POUCHKINE,B,0,88,130.754940711
POUCHKINE,B,0,86,169.631113181
POUCHKINE,B,1,88,196.029310345
POUCHKINE,B,1,86,177.012288786
PRES COMMUNS,B,0,56,139.546204151
PRES COMMUNS,B,0,47,96.367772512
PRES COMMUNS,B,1,56,212.335863378
PRES COMMUNS,B,1,47,162.873584906
PRESSE,B,0,66,87.506979911
PRESSE,B,0,65,94.160348876
PRESSE,B,0,63,112.081735621
PRESSE,B,0,29,134.656803097
PRESSE,B,1,66,164.535143770
PRESSE,B,1,65,163.277467412
PRESSE,B,1,63,191.795275591
PRESSE,B,1,29,218.249534451
PRINC. CLEMENTINE,T,0,93,78.197261167
PRINC. CLEMENTINE,T,1,93,198.847389558
PRINC. ELISABETH,B,0,59,117.110232945
PRINC. ELISABETH,B,0,58,110.900739680
PRINC. ELISABETH,B,0,56,147.564400898
PRINC. ELISABETH,B,1,59,198.983302412
PRINC. ELISABETH,B,1,58,247.662008734
PRINC. ELISABETH,B,1,56,254.966738973
PRINC. ELISABETH,T,0,7,74.870875521
PRINC. ELISABETH,T,1,7,192.270519670
PRINCE D'ORANGE,B,0,43,183.508596974
PRINCE D'ORANGE,B,1,43,223.944246738
PRINCE DE LIEGE,B,0,89,147.816737288
PRINCE DE LIEGE,B,0,53,112.785198161
PRINCE DE LIEGE,B,0,49,90.914842269
PRINCE DE LIEGE,B,1,89,213.377005348
PRINCE DE LIEGE,B,1,53,180.949003984
PRINCE DE LIEGE,B,1,49,184.763040238
PRINCE LEOPOLD,B,0,88,138.014093137
PRINCE LEOPOLD,B,1,88,206.006237006
PRISON,B,0,54,113.663481636
PRISON,B,1,54,231.004590666
PTE D'ANDERLECHT,B,0,46,66.915175499
PTE D'ANDERLECHT,B,1,46,157.567179487
PTE D'ANDERLECHT,T,0,82,97.917245456
PTE D'ANDERLECHT,T,0,51,102.700199867
PTE D'ANDERLECHT,T,1,82,173.792035398
PTE D'ANDERLECHT,T,1,51,177.310269483
QUART.ST-BONIFACE,B,0,71,77.973180944
QUART.ST-BONIFACE,B,0,54,111.607732582
QUART.ST-BONIFACE,B,1,71,123.923441487
QUART.ST-BONIFACE,B,1,54,229.482879719
QUATRE BRAS,T,0,44,104.532541957
QUATRE BRAS,T,1,44,213.831460674
QUATRE-VENTS,B,0,86,126.515294118
QUATRE-VENTS,B,1,86,183.400643087
QUATRE-VENTS,T,0,82,90.868920604
QUATRE-VENTS,T,1,82,173.132589839
QUETELET,B,0,66,89.220398593
QUETELET,B,0,65,95.994079656
QUETELET,B,1,66,159.854368932
QUETELET,B,1,65,175.681081081
RACING,B,0,43,190.693016117
RACING,B,1,43,262.275482094
RADIUM,B,0,29,108.979708162
RADIUM,B,1,29,197.714064915
RAMIER,B,0,47,96.179291797
RAMIER,B,1,47,172.516528926
RAVENSTEIN,T,0,44,104.240730885
RAVENSTEIN,T,1,44,207.813871817
REINE ASTRID,B,0,77,198.8
REINE ASTRID,B,0,76,168.880281690
REINE ASTRID,B,1,76,254.765957447
RELAIS,B,0,95,87.917109790
RELAIS,B,1,95,150.646666667
RENE GOBERT,B,0,38,95.077493959
RENE GOBERT,B,1,38,198.782939832
RENE HENRY,B,0,75,153.136379613
RENE HENRY,B,1,75,266.363844394
RENIERS,B,0,83,143.973584906
RENIERS,B,0,13,119.142857143
RENIERS,B,1,83,200.542372881
RESISTANCE,B,0,49,96.705268390
RESISTANCE,B,0,46,76.053568343
RESISTANCE,B,1,49,205.593203883
RESISTANCE,B,1,46,208.974675726
RESISTANCE,T,0,81,87.601541138
RESISTANCE,T,1,81,164.977317554
RIBAUCOURT,B,0,86,162.052257525
RIBAUCOURT,B,0,20,116.192250150
RIBAUCOURT,B,1,86,201.435560859
RIBAUCOURT,B,1,20,219.992405063
RIBAUCOURT,M,0,6,136.496091569
RIBAUCOURT,M,0,2,108.639378238
RIBAUCOURT,M,1,6,191.806722689
RIBAUCOURT,M,1,2,136.006451613
RIBAUCOURT,T,0,51,120.242902711
RIBAUCOURT,T,1,51,208.353035144
RIETHUISEN,B,0,87,105.549736495
RIETHUISEN,B,0,53,109.025138990
RIETHUISEN,B,0,13,140.349620201
RIETHUISEN,B,1,87,227.568403909
RIETHUISEN,B,1,53,191.813868613
RIETHUISEN,B,1,13,217.188337273
RING 0,B,0,77,190.047619048
RING 0,B,0,76,162.823211876
RING 0,B,1,76,259.956043956
RITTWEGER,B,0,70,178.620113717
RITTWEGER,B,0,43,167.678047115
RITTWEGER,B,1,43,198.916152898
RITTWEGER,T,0,51,100.611534276
RITTWEGER,T,1,51,166.870410367
RIVE DROITE,B,0,58,138.963963964
RIVE DROITE,B,1,58,230.447761194
RIVE GAUCHE,B,0,57,170.664970930
ROBIANO,T,0,25,75.643250689
ROBIANO,T,1,25,138.411428571
ROCHEFORT,B,0,48,120.217127072
ROCHEFORT,B,1,48,193.300635786
ROCHEFORT,T,0,97,98.013776051
ROCHEFORT,T,1,97,208.396480331
RODIN,B,0,95,86.480067378
RODIN,B,1,95,150.301665034
RODTS,T,0,82,95.063989962
RODTS,T,1,82,153.832746479
ROFFIAEN,T,0,25,111.823529412
ROFFIAEN,T,0,7,81.220609936
ROFFIAEN,T,1,25,109.444444444
ROFFIAEN,T,1,7,176.629552549
ROGIER,B,0,88,145.618823119
ROGIER,B,0,61,114.934900542
ROGIER,B,0,58,124.432972523
ROGIER,B,1,88,226.325358852
ROGIER,B,1,61,208.778202677
ROGIER,B,1,58,313.831385643
ROGIER,M,0,6,135.752494062
ROGIER,M,0,2,107.758010681
ROGIER,M,1,6,193.944237918
ROGIER,M,1,2,138.418581419
ROGIER,T,0,55,48.818181818
ROGIER,T,0,25,64.5
ROGIER,T,0,4,98.610762087
ROGIER,T,0,3,90.265420561
ROGIER,T,1,55,113.105263158
ROGIER,T,1,25,100.254901961
ROGIER,T,1,4,155.366219416
ROGIER,T,1,3,150.849508600
ROI BAUDOUIN,B,0,83,142.118029030
ROI BAUDOUIN,B,0,14,135.503398641
ROI BAUDOUIN,B,1,83,185.836041359
ROI BAUDOUIN,B,1,14,174.599397590
ROI BAUDOUIN,M,0,6,104.241140119
ROI BAUDOUIN,M,1,6,229.318840580
ROI VAINQUEUR,B,0,36,129.456972112
ROI VAINQUEUR,B,1,36,229.326153846
RONCES,B,0,43,181.462083629
RONCES,B,1,43,231.484693878
ROND-PT SOUVERAIN,T,0,8,100.743638435
ROND-PT SOUVERAIN,T,1,8,181.079234973
ROODEBEEK,B,0,45,107.746777428
ROODEBEEK,B,0,42,118.375123072
ROODEBEEK,B,0,29,106.589517291
ROODEBEEK,B,1,45,195.582547170
ROODEBEEK,B,1,42,131.127167630
ROODEBEEK,B,1,29,204.415028090
ROODEBEEK,M,0,1,78.310225847
ROODEBEEK,M,1,1,152.549638989
ROODEBEEK,T,0,8,116.119903716
ROODEBEEK,T,1,8,208.178753010
ROODENBERG,B,0,72,102.508009153
ROODENBERG,B,1,72,128.014492754
ROOSENDAEL,B,0,70,141
ROSA PARKS,B,0,66,87.619565217
ROSA PARKS,B,0,65,96.039251208
ROSA PARKS,B,0,63,110.406960023
ROSA PARKS,B,0,29,134.208117444
ROSA PARKS,B,1,66,168.225
ROSA PARKS,B,1,65,151.986111111
ROSA PARKS,B,1,63,191.497532083
ROSA PARKS,B,1,29,211.386925795
ROUGE-CLOITRE,B,0,72,107.107692308
ROUGE-CLOITRE,B,1,72,121.303030303
ROUPPE,B,0,48,161.897744361
ROUPPE,B,1,48,239.050632911
ROYALE,B,0,95,82.098120786
ROYALE,B,0,71,81.790165756
ROYALE,B,0,38,109.124880153
ROYALE,B,0,33,166.700299700
ROYALE,B,1,95,151.760654113
ROYALE,B,1,71,129.694329592
ROYALE,B,1,38,213.275760550
ROYALE,B,1,33,221.022792023
ROYALE,T,0,93,74.194552529
ROYALE,T,0,92,82.288651482
ROYALE,T,1,93,165.1484375
ROYALE,T,1,92,176.221279877
RTL HOUSE,B,0,21,150.337418301
RTL HOUSE,B,1,21,189.572718154
RUE AU BOIS,B,0,36,132.927721335
RUE AU BOIS,B,1,36,203.389244558
RUE AU BOIS,T,0,39,102.565656566
RUE AU BOIS,T,1,39,199.937446444
RUE DE L'OBUS,B,0,89,149.599316823
RUE DE L'OBUS,B,1,89,215.287717330
RUE LONGUE,B,0,50,143.006455083
RUE LONGUE,B,1,50,229.729458918
RUE TRAVERSIERE,B,0,61,133.383040936
RUE TRAVERSIERE,B,1,61,223.741463415
RUISBROEK CENTRUM,B,0,50,141.204401467
RUISBROEK CENTRUM,B,1,50,232.864029666
RUISSEAU,T,0,39,102.814920273
RUISSEAU,T,1,39,199.700842697
SABCA,B,0,21,137.588941054
SABCA,B,1,21,204.641207815
SACRE-COEUR,B,0,41,123.019375673
SACRE-COEUR,B,1,41,236.600896861
SAINCTELETTE,T,0,51,117.599301107
SAINCTELETTE,T,1,51,214.806746311
SAINT-ANTOINE,B,0,42,124.291527313
SAINT-ANTOINE,B,1,42,112.795620438
SAINT-DENIS,B,0,74,146.680672269
SAINT-DENIS,B,0,54,110.679646018
SAINT-DENIS,B,0,50,150.552607220
SAINT-DENIS,B,1,74,206.090123457
SAINT-DENIS,B,1,54,228.463508323
SAINT-DENIS,B,1,50,260.544150110
SAINT-DENIS,T,0,97,99.449860292
SAINT-DENIS,T,0,82,96.702756230
SAINT-DENIS,T,1,97,208.022727273
SAINT-DENIS,T,1,82,165.385251551
SAINT-GERY,B,0,33,98.694063927
SAINT-GERY,B,1,33,124.896666667
SAINT-GUIDON,B,0,49,96.174886260
SAINT-GUIDON,B,0,46,74.714163531
SAINT-GUIDON,B,1,49,204.760029176
SAINT-GUIDON,B,1,46,204.166172107
SAINT-GUIDON,M,0,5,79.304829420
SAINT-GUIDON,M,1,5,158.169036335
SAINT-GUIDON,T,0,81,87.665257399
SAINT-GUIDON,T,1,81,164.746710526
SAINT-JOSSE,B,0,63,108.338032305
SAINT-JOSSE,B,0,29,105.434234234
SAINT-JOSSE,B,1,63,193.263517713
SAINT-JOSSE,B,1,29,205.190062711
SAINT-LAMBERT,T,0,19,70.830143875
SAINT-LAMBERT,T,0,7,72.573550489
SAINT-LAMBERT,T,1,19,195.766348273
